epoch,lr,loss,iou,val_loss,val_iou,val_dice
0,0.0001,1.1193225460455698,0.01809588222357784,0.9831559662417177,3.9523504407245955e-10,7.904700877493699e-10
1,0.0001,0.9198208499480697,4.1757377922795606e-10,0.9152585195971059,3.9523504407245955e-10,7.904700877493699e-10
2,0.0001,0.8609451362315346,6.919462543227393e-05,0.8944092141839611,3.9523504407245955e-10,7.904700877493699e-10
3,0.0001,0.8120584693901679,0.007728259147746835,0.862931354360266,3.9523504407245955e-10,7.904700877493699e-10
4,0.0001,0.7337065540692386,0.11995695844655999,0.8388039576701629,0.0003378252507162628,0.0006700758337434019
5,0.0001,0.6335076350061333,0.37560151503586964,0.8305631144579514,0.1563821213167347,0.26477045597534077
6,0.0001,0.5552959501305047,0.5088128998128308,0.7329028923432905,0.23997543119474768,0.378460590275806
7,0.0001,0.4836620755274506,0.5480075755412553,0.5055668001428192,0.4452426120358473,0.6061991956452998
8,0.0001,0.4143517211846569,0.5638756051800946,0.4755068491230081,0.5183044376183693,0.6787687479187366
9,0.0001,0.38851317160708065,0.5777093217676275,0.3908076067983886,0.5651443418449366,0.7183787581096539
10,0.0001,0.3738569776144098,0.596389503457462,0.3787906009417314,0.592915668340909,0.7414112153870782
11,0.0001,0.3687660755480037,0.5998566294384899,0.3416015974112919,0.6296981386717025,0.7705938546876517
12,0.0001,0.3567223993184812,0.6097324777382238,0.40422118517942046,0.5732462563571404,0.7258396190216658
13,0.0001,0.3491711901391254,0.609646923444685,0.5203693437052297,0.43822771540770045,0.601421678860783
14,0.0001,0.3469233258682139,0.6101592188917914,0.3838835540926937,0.5863805148998754,0.7374263345557627
15,0.0001,0.3403348161784165,0.6178511385616292,0.33954499247091596,0.6234439657626721,0.7657585798811285
16,0.0001,0.3339913885711747,0.6252492422097826,0.341801045469312,0.647925858266247,0.7845879825047524
17,0.0001,0.32394636931883936,0.6315890815712397,0.33894814791041855,0.6311789288049543,0.771009913809438
18,0.0001,0.32084536393556523,0.6353532021990882,0.3416546752382984,0.6240521058252474,0.764982020828566
19,0.0001,0.3218381998183973,0.6372311278419673,0.35735675266810824,0.618818825680479,0.7630368788100441
20,0.0001,0.31221360006534,0.6416454118903825,0.3141538142721295,0.6620449540884309,0.7950000892904858
21,0.0001,0.31308192294090986,0.6421865942075172,0.3084847805919228,0.6553026792101603,0.7899284757191177
22,0.0001,0.3067755901857334,0.6466749139020859,0.3567215648544577,0.6053401990885326,0.7510843005128813
23,0.0001,0.30806321563089595,0.6444190949570824,0.3174985969787116,0.6466694543769687,0.7836045769291585
24,0.0001,0.30073110770215006,0.6507611321661887,0.35239210397332577,0.6108424902703494,0.7549912693362802
25,0.0001,0.300660469021429,0.655290866401087,0.304484092272245,0.6656844415964481,0.7972958280337852
26,0.0001,0.29797107288066077,0.6549604676193613,0.306873694116816,0.6652990701362678,0.7970849790530287
27,0.0001,0.2908133618424044,0.6624781289364989,0.29823495300261527,0.6646481832287875,0.7961541291849699
28,0.0001,0.29085513554951725,0.6631804184190583,0.37333171435328194,0.5900209454127097,0.7394563206649016
29,0.0001,0.28435349699986334,0.6624726123838576,0.4018059765899574,0.5800119863864341,0.7299269175529777
30,0.0001,0.2847071545308127,0.6652058768928216,0.321021868959888,0.6511395047329671,0.7859302084659698
31,0.0001,0.2822990767000353,0.6634621018716956,0.3585397998491923,0.6091625982966827,0.7531849880930054
32,0.0001,0.2813673487261814,0.6662314476894671,0.3231767088502318,0.6377653022722451,0.7757760994867559
33,0.0001,0.2825868238201913,0.6682769022816166,0.28662772438465023,0.6690410346166695,0.8002623575612278
34,0.0001,0.2760098183198887,0.6704784772011319,0.3653758351619427,0.6067208643098777,0.7515354142259091
35,0.0001,0.2714596625198336,0.6774306928928251,0.3069533489562653,0.6570446649142464,0.7907859362499522
36,0.0001,0.27352050467229944,0.6728515060824002,0.2719015638470213,0.6935748982452168,0.8176025570139374
37,0.0001,0.26975405424395027,0.678113071476864,0.314285152615645,0.6685879349900677,0.7989236587721349
38,0.0001,0.26906846014454083,0.680649060889605,0.2981373747954002,0.6712093609890447,0.8017437489091404
39,0.0001,0.2671824222540154,0.6829189743869243,0.28010928543496044,0.6782400040535834,0.8066040099463706
40,0.0001,0.2670670977848418,0.6832440598982491,0.28755182328023315,0.6769447399106168,0.805643121998556
41,0.0001,0.26710465884603124,0.67927301644648,0.31919615270890594,0.6461221886614619,0.7824277036270235
42,0.0001,0.2674450754900189,0.6777844836145203,0.3236931650848179,0.6507493181235967,0.7858144426351172
43,0.0001,0.261774591060684,0.6886597057095099,0.2963282149353307,0.6849594138272436,0.8112726919634188
