epoch,lr,loss,iou,val_loss,val_iou,val_dice
0,0.0001,1.3248218033048842,0.01910254430059546,1.3051215908744118,9.2869534400279e-11,1.857390687829202e-10
1,0.0001,1.2619415609924882,0.09194806879842299,1.2172770738601684,3.556960506431027e-10,7.113921009888471e-10
2,0.0001,1.2092975996158741,0.1498133914297737,1.1734037832780317,3.5744068837872246e-10,7.148813764568567e-10
3,0.0001,1.1570319025604814,0.15379584698107338,1.202992482618852,0.0662613250139265,0.1227759872800597
4,0.0001,1.1129619986922652,0.12435497512848225,1.143405719236894,0.09230088486727332,0.1673512877324556
5,0.0001,1.0694614163151495,0.2103572464775319,1.076243233680725,0.1260897742840893,0.2212245340376664
6,0.0001,1.028259226569423,0.26407362169468646,0.9968689203262329,0.27573338487924515,0.421097226378925
7,0.0001,0.989519370926751,0.26915215576503604,0.9800967238166115,0.18683809998406034,0.31010266213161164
8,0.0001,0.9566446012920804,0.3233248520044145,0.9289388699965043,0.3160073990577371,0.4695069714870209
9,0.0001,0.9246773697711803,0.3277072111365233,0.9113165085965936,0.282063127984065,0.43212909393435694
10,0.0001,0.8928344448407491,0.35188458600104583,0.8816255764527754,0.34011746637557283,0.4971955992042573
11,0.0001,0.8627297149764167,0.3672127509986748,0.8697058818557045,0.2854611616350954,0.43447753160730945
12,0.0001,0.8265936661649633,0.3839473652401239,0.8555054014379327,0.31486501369142883,0.46762457397667495
13,0.0001,0.7938374943203397,0.3787108716046924,0.8141295476393267,0.38945922032844393,0.54687926352099
14,0.0001,0.7525779406229655,0.39733583562943264,0.7581020301038569,0.40993723720232167,0.5657638463746573
15,0.0001,0.6838732295566134,0.4075043693850122,0.7213164318691601,0.31717653206023244,0.47198645565711156
16,0.0001,0.6591604903892234,0.3858280328046489,0.6567227255214344,0.3745842959185955,0.5337032558510876
17,0.0001,0.6271767494855104,0.44516799110838373,0.7155841653997248,0.2089102006498321,0.3401797436909916
18,0.0001,0.6002011530929141,0.4094576041291329,0.6138470248742537,0.39288913901325734,0.550248450225167
19,0.0001,0.5483503187144244,0.44108562329321865,0.6633144638755105,0.39451066865775924,0.5534956517008908
20,0.0001,0.5573550992541842,0.43790144990167995,0.5847530560059981,0.43242746295313184,0.5938347527017876
21,0.0001,0.489057269361284,0.47018489921301554,0.6391654979098927,0.28693691590598613,0.4376102835023986
22,0.0001,0.48382357645917823,0.46398877302425773,0.5374700340357694,0.5225402845780976,0.6784874295255361
23,0.0001,0.500807539180473,0.4257062666020148,0.5483729795976119,0.3610364844694946,0.5188896457207312
24,0.0001,0.47721753848923576,0.4811533440545005,0.4600177363915877,0.4542892853240796,0.6132653807688514
25,0.0001,0.4362001253498925,0.5151253472131818,0.44380831935188986,0.5086773720276971,0.6619500933177825
26,0.0001,0.4285197809890465,0.5405482935145165,0.43872126774354414,0.4988449358741111,0.6598558839869303
27,0.0001,0.44288621842861176,0.524106164914476,0.5970710754394531,0.3470570758538547,0.505121429729669
28,0.0001,0.43450906431233444,0.47932578258213715,0.4753686872395602,0.500047073202137,0.6585056454061065
29,0.0001,0.4099022712972429,0.516434841807703,0.4230754798108881,0.5171978297111787,0.6712882327096557
30,0.0001,0.39222229686048293,0.5276928848965775,0.422544801235199,0.539723993485922,0.6958952342835351
31,0.0001,0.4098279619658435,0.5205744803834756,0.5429805452173406,0.5000654359131153,0.6592191472480855
32,0.0001,0.3954687107492376,0.5337597060740289,0.4536154519427906,0.5196091054037681,0.6790339206883005
33,0.0001,0.38566268594176684,0.5319920432499268,0.3990677589719946,0.49458812312665806,0.6524898369540065
34,0.0001,0.38078168365690446,0.5379945205331429,0.4006758614019914,0.5165100784792321,0.6750053780300884
35,0.0001,0.39736241543734513,0.501215337445627,0.4692951668392528,0.38762844812149283,0.5512534106831153
36,0.0001,0.3686870744934789,0.5395806701956845,0.45712242885069415,0.4467431205178837,0.6080933319091596
37,0.0001,0.3538065221574571,0.5549092314239205,0.44124307307330046,0.45468063757326,0.6169317892033617
38,0.0001,0.3473350356022517,0.5523556837751896,0.38000300418246874,0.5749573531033318,0.7254136708600127
39,0.0001,0.357538197879438,0.5702202868295376,0.42202677618373524,0.49458988234093965,0.6558222047392814
40,0.0001,0.3289717750416862,0.5734969220572814,0.41704387773167,0.46376888231472985,0.6267612322357976
41,0.0001,0.33694991027867355,0.5889652523697374,0.41096064990217035,0.5784797067811127,0.7282642633984459
42,0.0001,0.36285539247371534,0.5478310323775919,0.40456361066211355,0.5614054151746162,0.7147978205918516
43,0.0001,0.3222352878914939,0.5911986312922989,0.4131974469531666,0.49784163047721386,0.6558920161874954
44,0.0001,0.3594149091729411,0.5431668473669641,0.48976386243646797,0.40366914976691837,0.5663204419799303
45,0.0001,0.3671349976901655,0.5276839299034756,0.3669252953746102,0.5554653298853225,0.7076245115760189
46,0.0001,0.3409784303771125,0.5720139337707356,0.399722097678618,0.5733710034499375,0.7234238397218495
47,0.0001,0.35224102823822584,0.5591797862500081,0.4011427814310247,0.5649969161811311,0.7164608527120502
48,0.0001,0.32951754828294116,0.5776148599096689,0.3664589908989993,0.6069604913036887,0.7502489631598834
49,0.0001,0.300868507888582,0.6211577273332011,0.4270043969154358,0.4758398803644733,0.6339289765566446
50,0.0001,0.3397804835328349,0.546440177269473,0.41406524452296173,0.5811236873287624,0.7308339892723767
51,0.0001,0.32488817859579017,0.5830596509987862,0.39203208901665426,0.51254835224344,0.6685241505425139
52,0.0001,0.3089728824518345,0.6017356737756963,0.36701561375097796,0.6010674071455515,0.7466790703933858
53,0.0001,0.31733210219277275,0.5880268841528307,0.35213253606449474,0.6105680653299099,0.7535940338353015
54,0.0001,0.2993487428735804,0.6092387144589735,0.36880679726600646,0.6016105574040832,0.7466822169323486
55,0.0001,0.30137228303485447,0.6187666049611459,0.3493304967880249,0.573530980108007,0.7234920578068084
56,0.0001,0.2982547796434826,0.6119297525926036,0.40694701834158464,0.5151594515590434,0.6736642994701596
57,0.0001,0.289920413935626,0.6139258326775292,0.34449611685492776,0.6055980917632349,0.7494433652856601
58,0.0001,0.2896492580572764,0.5882244491434497,0.3363685038956729,0.6301806194985738,0.7694078953055525
59,0.0001,0.27450235188007355,0.6456960390693275,0.3389193068851124,0.5913162894530765,0.7376200794255886
60,0.0001,0.2816528098450767,0.6288205203250666,0.3505249093879353,0.6049658146541976,0.7478506741355447
61,0.0001,0.28159402310848236,0.6428609543454071,0.3428932558406483,0.5766847876957922,0.7262544408083745
62,0.0001,0.2785601328920435,0.6224236634358865,0.33159887032075364,0.6343008135840607,0.7723792656269688
63,0.0001,0.26517491539319354,0.6315696136970259,0.37100051045417787,0.5387956524151766,0.6955327660144625
64,0.0001,0.2760961088869307,0.6378951782281208,0.3421377691355619,0.6228592289673462,0.7644815903299931
65,0.0001,0.27826647294892204,0.621590366445466,0.34164359298619357,0.6316713744735132,0.7707202879355909
66,0.0001,0.29594849546750385,0.6116663633195082,0.3583793022415855,0.5861408557627501,0.7348251128482174
67,0.0001,0.2743447737561332,0.6171542147901421,0.3443817713043906,0.6189637391489485,0.7604033813133134
68,0.0001,0.2774680902560552,0.6206639336847906,0.3778657409277829,0.590094329304694,0.737506646439735
69,0.0001,0.2796832941196583,0.6193426245668897,0.33217656341466034,0.6185431547554833,0.7595939142092066
70,0.0001,0.2867106386908778,0.6148600268656637,0.3593188659711318,0.5823773308620305,0.7303260971779739
71,0.0001,0.27056896962501387,0.6256413157810885,0.337912042574449,0.5734220770704473,0.7231563053126484
72,0.0001,0.28472687855914786,0.6376584367793562,0.34057910442352296,0.581399938141204,0.7304061850835576
73,0.0001,0.2823560723551997,0.6050536527906795,0.36120793385939165,0.5521810093928622,0.7052522810907559
74,0.0001,0.27113804828237603,0.6299923624804481,0.32671652056954126,0.6285096413870673,0.7664909233870142
75,0.0001,0.2550433151147984,0.6513578163779046,0.36357835097746416,0.6322569349484255,0.7695745227535142
76,0.0001,0.28514507633668407,0.6256766623559045,0.33036142750219866,0.6325297078713602,0.770207106265519
77,0.0001,0.2509964516869298,0.6477888312211727,0.32225388938730415,0.6060521791380321,0.749869091484036
78,0.0001,0.2638950750783638,0.6424657969051161,0.3156516671180725,0.6473208644340854,0.7811440419924377
79,0.0001,0.2792914272458465,0.6218153440698636,0.3708595611832359,0.5713839874301103,0.724761442523663
80,0.0001,0.2638927747805913,0.6244934925196537,0.33844951716336336,0.621087434406464,0.7616992283210599
81,0.0001,0.2767345204397484,0.6288220018715983,0.34490112608129325,0.6211703108829043,0.76207422263205
82,0.0001,0.2539725386434131,0.6471037174850742,0.35983755642717535,0.6261961125330859,0.7661657559836257
83,0.0001,0.26272800675144903,0.6438571503191413,0.3628957363692197,0.5875103237220478,0.7366842217235358
84,0.0001,0.27096533333813705,0.6365924592616837,0.3412782804532485,0.603700547844114,0.7477871655865806
85,0.0001,0.2660336455813161,0.6275785226211388,0.3361187143759294,0.5752852645498949,0.7253097788468623
86,0.0001,0.2443847131949884,0.6678102331459382,0.3464715833013708,0.6451678549859884,0.7807442477324402
87,0.0001,0.2526339347715731,0.6575541737288494,0.3444555082104423,0.6361723973412575,0.7738002684108086
88,0.0001,0.24171232018205854,0.6525206686479227,0.3184632658958435,0.6238487751430226,0.7637330297709509
89,0.0001,0.25659087079542653,0.6404409203131097,0.3240287818691947,0.6370982458340733,0.7731771566854276
90,0.0001,0.23993679439579998,0.6466269755356123,0.32435048710216174,0.5644782624544121,0.7158134137144303
91,0.0001,0.2550981028212441,0.6422379554352533,0.3282356251369823,0.6400909072227752,0.7763090984970955
92,0.0001,0.23155847191810608,0.6781995299911188,0.3187411839311773,0.636578108526515,0.7739287942758394
93,0.0001,0.23851290786707843,0.6685703872341396,0.3062497534535148,0.6345558954309225,0.7726857297398639
94,0.0001,0.24870551570698066,0.6591521126336212,0.31842395880005575,0.6202527659507163,0.7623265449891143
95,0.0001,0.24399065364290168,0.6466767087362615,0.32860029231418264,0.6296862102771903,0.7684281009676166
96,0.0001,0.23584999475214216,0.6712327306060109,0.31107896241274746,0.6550821272553601,0.7876146936543367
97,0.0001,0.2436065552411256,0.6677031267637132,0.3050999847325412,0.658586286720452,0.7911630074441063
98,0.0001,0.24789744781123269,0.6580836799023144,0.3333859281106429,0.5709965750256116,0.7219098422877286
99,0.0001,0.2260982835734332,0.6805240766857584,0.3202873257073489,0.6061352514119007,0.7507204296369513
100,0.0001,0.24587746350853532,0.6661667033203741,0.3782667707313191,0.6084454637994428,0.7512330315607685
101,0.0001,0.2586162449033172,0.6299828281544888,0.3476589462973855,0.6265086401804004,0.766799796468723
102,0.0001,0.24184021132963676,0.6647115170455882,0.32419443563981487,0.64166345228098,0.7771755212714555
